Name,Building Families' Capacity as their Child's Primary Advocate,Building Families' Capacity as their Child's Primary Teacher,Inclusive Leadership,Outreach to Parents,Parent Involvement in School,Parent-Principal Trust,Parent-Teacher Trust,Strong Relationships,Two-Way Communication
84K736 - New American Academy Charter School,,,96.0,93.0,94.0,96.0,94.0,,
84K737 - Brownsville Ascend Charter School,,,99.0,98.0,95.0,99.0,98.0,,
84K738 - New Visions Charter High School for Advanced Math and Science III,,,95.0,95.0,86.0,96.0,95.0,,
84K739 - New Visions Charter High School for the Humanities III,,,100.0,98.0,86.0,98.0,100.0,,
84K742 - Explore Empower Charter School,,,96.0,95.0,94.0,95.0,95.0,,
84K744 - Coney Island Preparatory Public Charter School,,,98.0,97.0,93.0,97.0,97.0,,
84K746 - Hebrew Language Academy Charter School,,,96.0,91.0,89.0,93.0,94.0,,
84K757 - Unity Preparatory Charter School of Brooklyn,,,95.0,95.0,90.0,95.0,94.0,,
84K758 - Brooklyn Urban Garden Charter School,,,85.0,86.0,93.0,78.0,84.0,,
84K769 - Hyde Leadership Charter School - Brooklyn,,,87.0,83.0,78.0,86.0,86.0,,
84K774 - Achievement First Apollo Charter School,,,96.0,94.0,88.0,95.0,95.0,,
84K775 - Leadership Preparatory Ocean Hill Charter School,,,77.0,88.0,85.0,88.0,87.0,,
84K777 - Ocean Hill Collegiate Charter School,,,100.0,98.0,92.0,98.0,97.0,,
84K782 - Bedford Stuyvesant New Beginnings Charter School,,,86.0,100.0,96.0,82.0,100.0,,
84K785 - Imagine Me Leadership Charter School,80.0,80.0,95.0,93.0,95.0,92.0,93.0,100.0,100.0
84K788 - Achievement First Linden Charter School,,,100.0,99.0,92.0,100.0,100.0,,
84K789 - Compass Charter School,100.0,100.0,93.0,95.0,95.0,92.0,96.0,100.0,100.0
84K792 - The Cultural Arts Academy at Spring Creek Charter School,,,97.0,97.0,96.0,97.0,97.0,,
84K803 - Brooklyn Laboratory Charter School,,,89.0,88.0,81.0,90.0,85.0,,
84K879 - Brooklyn Prospect Charter School - CSD 13,,,93.0,95.0,93.0,93.0,96.0,,
84K892 - Brooklyn Emerging Leaders Academy Charter School,,,94.0,94.0,92.0,95.0,95.0,,
84K895 - Hebrew Language Academy Charter School 2,,,92.0,92.0,94.0,94.0,92.0,,
84K911 - Edmund W. Gordon Brooklyn Laboratory Charter School,,,99.0,89.0,79.0,94.0,91.0,,
84K927 - Ivy Hill Preparatory Charter School,,,96.0,97.0,95.0,97.0,98.0,,
84K928 - Brooklyn Prospect Charter School - CSD 15.2,,,99.0,98.0,96.0,98.0,99.0,,
84K930 - LEEP Dual Language Academy Charter School,,,94.0,96.0,95.0,97.0,98.0,,
84K937 - Brooklyn RISE Charter School,,,97.0,95.0,96.0,96.0,95.0,,
84K956 - Lamad Academy Charter School,,,100.0,99.0,93.0,100.0,100.0,,
84M065 - Democracy Preparatory Endurance Charter School,,,92.0,92.0,86.0,92.0,93.0,,
84M068 - KIPP NYC Washington Heights Academy Charter School,,,97.0,96.0,98.0,97.0,97.0,,
84M080 - Manhattan Charter School II,,,96.0,95.0,92.0,96.0,97.0,,
84M085 - Global Community Charter School,78.0,95.0,98.0,96.0,93.0,97.0,96.0,100.0,100.0
84M100 - Neighborhood Charter School of Harlem,,,95.0,95.0,91.0,94.0,95.0,,
84M186 - Harlem Hebrew Language Academy Charter School,,,96.0,95.0,92.0,95.0,96.0,,
84M202 - Great Oaks Charter School,,,100.0,100.0,90.0,100.0,100.0,,
84M204 - Capital Preparatory (CP) Harlem Charter School,,,81.0,77.0,80.0,84.0,75.0,,
84M263 - New York City Charter School of the Arts,,,96.0,92.0,89.0,97.0,95.0,,
84M284 - Harlem Children's Zone Promise Academy 1 Charter School,,,96.0,95.0,90.0,95.0,95.0,,
84M295 - School in the Square Public Charter School,,,95.0,95.0,96.0,95.0,95.0,,
84M320 - Manhattan Charter School,,,97.0,96.0,81.0,98.0,98.0,,
84M329 - Harlem Link Charter School,,,90.0,90.0,93.0,89.0,89.0,,
84M330 - Girls Preparatory Charter School of New York,,80.0,95.0,94.0,93.0,93.0,95.0,80.0,80.0
84M335 - Harlem Village Academy East Charter School,,,95.0,96.0,91.0,96.0,97.0,,
84M336 - KIPP Infinity Charter School,,,96.0,94.0,93.0,96.0,95.0,,
84M337 - NYC Autism Charter School East Harlem,,,94.0,93.0,98.0,94.0,93.0,,
84M338 - WHIN Music Community Charter School,,,95.0,99.0,94.0,97.0,99.0,,
84M341 - Harlem Children's Zone Promise Academy II Charter School,,,95.0,95.0,92.0,96.0,95.0,,
84M350 - Democracy Preparatory Charter School,,,93.0,93.0,89.0,95.0,95.0,,
84M351 - Success Academy Charter School - Harlem 1,,,100.0,100.0,95.0,100.0,100.0,,
84M353 - New Heights Academy Charter School,,,100.0,100.0,71.0,100.0,100.0,,
84M373 - Zeta Charter Schools - Inwood 1,80.0,96.0,96.0,98.0,98.0,97.0,98.0,100.0,100.0
84M382 - DREAM Charter School,,,98.0,98.0,97.0,98.0,96.0,,
84M383 - Storefront Academy Harlem Charter School,,,99.0,99.0,94.0,99.0,96.0,,
84M385 - Success Academy Charter School - Harlem 3,,,88.0,90.0,89.0,89.0,90.0,,
84M388 - St. HOPE Leadership Academy Charter School,,,94.0,93.0,86.0,95.0,95.0,,
84M430 - The Equity Project Charter School (TEP),,,96.0,96.0,93.0,97.0,97.0,,
84M433 - Innovation Charter High School,,,98.0,95.0,90.0,98.0,97.0,,
84M478 - Inwood Academy for Leadership Charter School,,,96.0,96.0,89.0,97.0,96.0,,
84M481 - Democracy Preparatory Harlem Charter School,,,96.0,97.0,90.0,97.0,97.0,,
84M483 - New York French American Charter School,,,29.0,74.0,82.0,25.0,72.0,,
84M522 - Broome Street Academy Charter High School,,,100.0,94.0,81.0,100.0,97.0,,
84M702 - Sisulu-Walker Charter School of Harlem,,,94.0,93.0,87.0,99.0,98.0,,
84M704 - Harbor Science and Arts Charter School,,,95.0,100.0,99.0,95.0,100.0,,
84M705 - Amber Charter School East Harlem,,,94.0,96.0,93.0,95.0,96.0,,
84M707 - John V. Lindsay Wildcat Academy Charter School,,,100.0,99.0,75.0,100.0,99.0,,
84M708 - Harlem Prep Charter School,,,95.0,93.0,84.0,95.0,95.0,,
84M709 - Harlem Village Academy West Charter School,,,92.0,93.0,95.0,93.0,94.0,,
84M726 - KIPP S.T.A.R. College Preparatory Charter School,,,98.0,96.0,95.0,97.0,97.0,,
84Q083 - Central Queens Academy Charter School,,,96.0,97.0,89.0,97.0,97.0,,
84Q170 - Peninsula Preparatory Academy Charter School,,,100.0,97.0,94.0,99.0,98.0,,
84Q298 - Middle Village Preparatory Charter School,,,95.0,96.0,87.0,98.0,97.0,,
84Q304 - VOICE Charter School of New York,,,97.0,97.0,90.0,97.0,97.0,,
84Q320 - New Visions Charter High School for Advanced Math and Science IV,,,94.0,94.0,88.0,94.0,94.0,,
84Q321 - Growing Up Green Charter School,,,96.0,99.0,93.0,95.0,100.0,,
84Q340 - Challenge Preparatory Charter School,,,89.0,89.0,93.0,97.0,86.0,,
84Q342 - Rochdale Early Advantage Charter School,,,93.0,95.0,90.0,95.0,96.0,,
84Q359 - Academy of the City Charter School,,,92.0,95.0,93.0,96.0,97.0,,
84Q372 - Growing Up Green Charter School II,,,100.0,97.0,100.0,100.0,100.0,,
84Q373 - New Visions Charter High School for the Humanities IV,,,100.0,97.0,89.0,100.0,100.0,,
84Q380 - Forte Preparatory Academy Charter School,,,97.0,96.0,91.0,98.0,98.0,,
84Q385 - Elm Community Charter School,,,97.0,97.0,98.0,97.0,98.0,,
84Q386 - Our World Neighborhood Charter School 2,,,98.0,98.0,98.0,95.0,100.0,,
84Q387 - Valence College Preparatory Charter School,,,98.0,99.0,93.0,99.0,99.0,,
84Q388 - New Dawn Charter High School II,,,81.0,82.0,60.0,83.0,83.0,,
84Q414 - Renaissance Charter School 2,,,92.0,95.0,95.0,95.0,95.0,,
84Q705 - Renaissance Charter School,67.0,100.0,92.0,93.0,90.0,93.0,96.0,90.0,100.0
84Q706 - Our World Neighborhood Charter School,,,95.0,96.0,94.0,96.0,97.0,,
84R012 - New Ventures Charter School,,,100.0,90.0,66.0,97.0,91.0,,
84R067 - John W. Lavelle Preparatory Charter School,,,96.0,96.0,84.0,96.0,96.0,,
84R070 - Lois and Richard Nicotra Early College Charter School,,,91.0,90.0,81.0,88.0,90.0,,
84R073 - New World Preparatory Charter School,,,96.0,96.0,95.0,96.0,97.0,,
84R077 - Hellenic Classical Charter School - Staten Island,57.0,80.0,96.0,97.0,93.0,98.0,97.0,80.0,87.0
84X124 - Children's Aid College Prep Charter School,,,97.0,93.0,91.0,96.0,95.0,,
84X165 - Grand Concourse Academy Charter School,,,96.0,97.0,92.0,97.0,97.0,,
84X177 - Mott Hall Charter School,,,59.0,72.0,77.0,34.0,68.0,,
84X185 - Pharos Academy Charter School,,,95.0,91.0,86.0,93.0,93.0,,
84X200 - New Visions AIM Charter High School II,,,100.0,97.0,86.0,100.0,100.0,,
84X202 - New Visions Charter High School for Advanced Math and Science II,,,97.0,96.0,83.0,96.0,95.0,,
84X208 - New Visions Charter High School for the Humanities II,,,86.0,99.0,77.0,77.0,99.0,,
84X255 - Bronx Charter School for Excellence,,,93.0,95.0,92.0,95.0,96.0,,
84X309 - South Bronx Charter School for International Cultures and the Arts,,,91.0,94.0,90.0,90.0,96.0,,
84X345 - Leaders In Our Neighborhood Charter School,,,98.0,96.0,93.0,97.0,97.0,,
84X346 - South Bronx Classical Charter School,,,95.0,96.0,94.0,98.0,99.0,,
84X362 - Icahn Charter School 7,,,100.0,93.0,100.0,100.0,100.0,,
84X364 - South Bronx Classical Charter School II,,,97.0,97.0,92.0,92.0,98.0,,
84X378 - Icahn Charter School 2,,,89.0,84.0,85.0,100.0,67.0,,
84X387 - Brilla College Preparatory Charter School,,,98.0,96.0,95.0,98.0,97.0,,
84X393 - University Prep Charter High School,,,96.0,95.0,77.0,97.0,96.0,,
84X394 - Mott Haven Charter School,83.0,96.0,98.0,98.0,96.0,98.0,98.0,91.0,100.0
"84X395 - NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",,,100.0,100.0,87.0,100.0,100.0,,
84X398 - Bronx Community Charter School,,,95.0,96.0,96.0,96.0,98.0,,
84X407 - Bronx Charter School for Children,,,100.0,100.0,85.0,100.0,100.0,,
84X419 - Bronx Academy of Promise Charter School,,,89.0,97.0,92.0,90.0,93.0,,
84X429 - Charter High School for Law and Social Justice,,,95.0,100.0,98.0,100.0,98.0,,
84X460 - Atmosphere Academy Public Charter School,,,88.0,87.0,77.0,86.0,88.0,,
84X461 - Nuasin Next Generation Charter School,,,94.0,94.0,91.0,96.0,96.0,,
84X465 - Boys Preparatory Charter School of New York,,,96.0,96.0,95.0,97.0,96.0,,
84X471 - American Dream Charter School,,,99.0,99.0,97.0,99.0,99.0,,
84X482 - Dr. Richard Izquierdo Health and Science Charter School,,,95.0,93.0,82.0,93.0,94.0,,
84X484 - Bronx Charter School for Better Learning II,,,97.0,98.0,98.0,97.0,97.0,,
84X486 - Rosalyn Yalow Charter School,,,94.0,94.0,92.0,94.0,95.0,,
84X487 - Girls Preparatory Charter School of the Bronx,90.0,100.0,99.0,98.0,96.0,98.0,98.0,100.0,100.0
84X488 - The Equality Charter School,,,97.0,94.0,87.0,96.0,96.0,,
84X489 - South Bronx Classical Charter School III,,,93.0,100.0,89.0,100.0,100.0,,
84X491 - Academic Leadership Charter School,,,90.0,93.0,89.0,95.0,94.0,,
84X492 - South Bronx Early College Academy Charter School,,,94.0,96.0,93.0,97.0,95.0,,
84X497 - Storefront Academy Charter School,,,95.0,95.0,95.0,92.0,95.0,,
84X538 - Icahn Charter School 5,,,92.0,86.0,91.0,95.0,100.0,,
84X539 - New Visions Charter High School for Advanced Math and Science,,,100.0,97.0,83.0,100.0,99.0,,
84X553 - New Visions Charter High School for the Humanities,,,95.0,94.0,86.0,96.0,94.0,,
84X554 - Choice Charter School,60.0,92.0,96.0,94.0,88.0,96.0,97.0,83.0,100.0
84X579 - Bronx Charter School for Excellence 2,,,96.0,97.0,95.0,98.0,98.0,,
84X581 - South Bronx Community Charter High School,,,100.0,92.0,91.0,100.0,92.0,,
84X585 - Legacy College Preparatory Charter School,,,95.0,93.0,89.0,94.0,93.0,,
84X586 - Brilla Veritas Charter School,,,99.0,100.0,98.0,100.0,100.0,,
84X587 - NYC Autism Charter School Bronx,,,93.0,93.0,98.0,93.0,93.0,,
84X589 - Bronx Charter School for Excellence 3,,,74.0,91.0,97.0,86.0,91.0,,
84X592 - Amber Charter School Kingsbridge,,,94.0,95.0,95.0,95.0,95.0,,
84X597 - Urban Assembly Charter School for Computer Science,,,100.0,99.0,92.0,99.0,98.0,,
84X598 - KIPP Freedom Charter School,,,96.0,99.0,98.0,98.0,99.0,,
84X606 - Emblaze Academy Charter School,,,91.0,90.0,91.0,89.0,93.0,,
84X608 - Bronx Charter School for Excellence 4,,,89.0,94.0,95.0,94.0,94.0,,
84X609 - Zeta Charter Schools - South Bronx,,,96.0,95.0,95.0,96.0,96.0,,
84X610 - Urban Dove Team Charter School II,,,100.0,100.0,83.0,100.0,100.0,,
84X611 - AECI II: NYC Charter High School for Computer Engineering and Innovation,,,96.0,97.0,86.0,96.0,96.0,,
84X612 - Creo College Preparatory Charter School,,,93.0,100.0,95.0,98.0,99.0,,
84X613 - Bold Charter School,,,97.0,98.0,97.0,97.0,97.0,,
84X614 - DREAM Mott Haven Charter School,,,91.0,91.0,98.0,91.0,91.0,,
84X615 - University Prep Charter Middle School,,,98.0,96.0,92.0,96.0,96.0,,
84X617 - KIPP Bronx Charter School III,,,91.0,92.0,89.0,94.0,90.0,,
84X620 - Bronx Charter School for Excellence 5,,,94.0,96.0,95.0,96.0,97.0,,
84X623 - Neighborhood Charter School: Bronx,,,97.0,95.0,98.0,96.0,95.0,,
84X627 - Capital Preparatory Bronx Charter School,,,99.0,86.0,92.0,100.0,91.0,,
84X628 - Brilla Caritas Charter School,,,94.0,94.0,100.0,94.0,95.0,,
84X629 - Brilla Pax Charter School,,,98.0,99.0,96.0,99.0,98.0,,
84X630 - Girls Preparatory Charter School of the Bronx II,,,98.0,100.0,99.0,100.0,100.0,,
84X631 - Zeta Charter School - Bronx 3,,,96.0,98.0,98.0,99.0,99.0,,
84X632 - Zeta Charter School - Bronx 2,,,95.0,98.0,97.0,96.0,95.0,,
84X633 - Wildflower New York Charter School,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
84X703 - Bronx Preparatory Charter School,,,87.0,85.0,68.0,89.0,88.0,,
84X704 - KIPP Academy Charter School,,,99.0,97.0,78.0,99.0,97.0,,
84X706 - Harriet Tubman Charter School,,,89.0,90.0,90.0,90.0,92.0,,
84X718 - Bronx Charter School for Better Learning,78.0,100.0,96.0,97.0,97.0,96.0,97.0,91.0,100.0
84X730 - Bronx Charter School for the Arts,,,98.0,96.0,86.0,100.0,97.0,,
C009 - Auditory-Oral School of NY (The),100.0,100.0,97.0,98.0,100.0,100.0,96.0,100.0,92.0
C107 - Books & Rattles - Learning Tree,83.0,100.0,96.0,100.0,75.0,100.0,100.0,100.0,100.0
C117 - Sunshine Dev. - 146th Street,91.0,97.0,98.0,99.0,94.0,100.0,99.0,100.0,100.0
C148 - Children at Play Early Intervention Center,91.0,96.0,98.0,100.0,91.0,98.0,97.0,100.0,100.0
"C178 - Easter Seals NY, Inc. - Child Development Center - Bronx",100.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,100.0
C244 - Guild - Carrie Mastronardi Early Childhood Education Center,95.0,95.0,96.0,97.0,84.0,98.0,97.0,100.0,95.0
C270 - HASC - 55th Street,100.0,80.0,97.0,100.0,83.0,100.0,96.0,100.0,100.0
C271 - ICCD - Northside School,70.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0
C275 - Highbridge Advisory Council - Ogden Site,100.0,100.0,100.0,100.0,96.0,100.0,100.0,100.0,100.0
C296 - Sunshine Dev. - Family Head Start -Neptune Ave.,80.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0
C317 - First Foot Forward - Manor Rd.,80.0,100.0,100.0,98.0,98.0,100.0,97.0,100.0,100.0
C353 - Life Skills Preschool - Bronx - Site 1,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
C368 - Infant & Child Learning Ctr. - Stanley S Lamm Institute - Preschool,44.0,95.0,79.0,91.0,84.0,93.0,94.0,100.0,100.0
C379 - Little Meadows Early Childhood Center,100.0,100.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0
C435 - Life Skills Preschool - Parsons Blvd.,88.0,97.0,96.0,97.0,88.0,97.0,97.0,94.0,91.0
C455 - ADAPT Community Network - William O'Connor School - 95th St.,82.0,91.0,89.0,95.0,83.0,94.0,93.0,91.0,91.0
C463 - NYSARC - Astoria Blue Feather Head Start,70.0,100.0,90.0,100.0,95.0,98.0,97.0,100.0,100.0
C465 - NYSARC - Howard Haber Early Learn Ctr.,50.0,75.0,86.0,87.0,87.0,75.0,89.0,83.0,83.0
C481 - Parsons Preschool - Hillside Ave.,88.0,100.0,98.0,99.0,96.0,100.0,100.0,100.0,100.0
C494 - Parsons Preschool - Parsons Blvd.,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
C505 - Parsons Preschool - Woodhaven,92.0,93.0,96.0,95.0,98.0,97.0,96.0,100.0,96.0
"C506 - Sesame Sprout, Inc.",100.0,91.0,94.0,96.0,98.0,98.0,97.0,91.0,91.0
C518 - Kennedy Children's Center - Third Avenue,85.0,100.0,96.0,97.0,90.0,98.0,97.0,100.0,100.0
C522 - ADAPT Community Network - Manhattan Children's Program,92.0,83.0,92.0,92.0,85.0,89.0,95.0,92.0,92.0
C530 - Life Skills Preschool - Bronx - Clarence Ave,100.0,100.0,100.0,100.0,93.0,100.0,100.0,89.0,100.0
"C536 - Small Wonder Pre-School, Inc.",93.0,100.0,99.0,96.0,94.0,100.0,98.0,100.0,100.0
C555 - Community Resources,83.0,83.0,87.0,93.0,83.0,92.0,94.0,100.0,100.0
C561 - Birch Family Services - St. Theresa Ave.,100.0,100.0,100.0,100.0,93.0,97.0,100.0,100.0,100.0
C568 - Steppingstone Day School - Vleigh Place,71.0,88.0,94.0,100.0,93.0,94.0,100.0,94.0,94.0
C586 - ADAPT Community Network - Bronx,75.0,100.0,90.0,91.0,79.0,90.0,95.0,92.0,92.0
C601 - Vol of America - Bronx Early Learning Center,73.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
C608 - Williamsburg Infant & Early Childhood Program,100.0,100.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
C620 - Just Kids - Far Rockaway,40.0,90.0,89.0,96.0,80.0,79.0,93.0,100.0,80.0
C621 - St. Dominic's School - Torch Preschool Annex,88.0,100.0,94.0,93.0,88.0,100.0,100.0,100.0,100.0
C625 - First Foot Forward - Berman Early Childhood Center,,,100.0,100.0,95.0,100.0,100.0,,
C815 - Sunshine Dev. - Sharon Baptist Head Start - Site 1,79.0,100.0,96.0,100.0,91.0,98.0,100.0,100.0,100.0
C869 - Community Ed Services Dawning Village Inc.,60.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0
C925 - Shema Kolainu - Hear Our Voices,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0
C950 - Heartshare - First Step Early Childhood Center,100.0,92.0,99.0,100.0,97.0,100.0,100.0,92.0,100.0
C955 - ABC - Cassidy's Place,71.0,100.0,98.0,96.0,92.0,94.0,100.0,100.0,100.0
C989 - First Foot Forward - Arthur Kill Rd.,,,92.0,92.0,98.0,100.0,96.0,,
KAAE - ADELPHI ACADEMY OF BROOKLYN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KAAO - AL NOOR SCHOOL,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0
KAAS - ASSOCIATED BETH RIVKAH SCHOOL - UPK,100.0,93.0,99.0,99.0,93.0,95.0,99.0,100.0,100.0
KABC - Bais Sarah School,97.0,99.0,98.0,99.0,98.0,96.0,100.0,100.0,97.0
KABU - BE-ER HAGOLAH INSTITUTES,90.0,96.0,98.0,100.0,80.0,98.0,98.0,100.0,92.0
KACI - BAMBI DAY CARE,81.0,91.0,95.0,94.0,72.0,97.0,96.0,100.0,100.0
KADN - ZION DAY CARE,88.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0
KADW - BROOKLYN AMITY SCHOOL,100.0,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0
KAET - Dimitrios & Georgia Kaloidis PS of Holy Cross GOC,81.0,100.0,91.0,100.0,93.0,98.0,98.0,95.0,100.0
KAFO - GOOD SHEPHERD SCHOOL,90.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
KAHX - GATEWAY CITY ACADEMY,88.0,100.0,98.0,100.0,93.0,100.0,99.0,100.0,98.0
KAIN - PHYL'S ACADEMY,56.0,78.0,83.0,93.0,97.0,95.0,96.0,100.0,100.0
KAJD - St. Anselm Catholic Academy,62.0,97.0,96.0,100.0,88.0,97.0,98.0,100.0,88.0
KAJE - ST. ATHANASIUS SCHOOL,79.0,87.0,93.0,91.0,65.0,90.0,95.0,100.0,85.0
KAJR - Heartshare Human Services Of New York,83.0,93.0,100.0,91.0,66.0,98.0,97.0,93.0,92.0
KAJW - SAINT FRANCIS OF ASSISI,64.0,100.0,100.0,99.0,94.0,100.0,100.0,100.0,100.0
KAKF - SAINT MARK SCHOOL,71.0,100.0,100.0,97.0,93.0,98.0,98.0,100.0,100.0
KAOA - YESHIVA HEADSTART 40TH STREET,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KARS - ACTION NURSERY,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0
KASI - CORTELYOU EARLY CHILDHOOD CENTER,65.0,98.0,100.0,98.0,99.0,99.0,98.0,95.0,89.0
KASR - GLENNWOOD AVENUE HEAD START,91.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0
KATZ - NEPTUNE AVENUE HEAD START,93.0,96.0,99.0,98.0,82.0,98.0,98.0,98.0,96.0
KAVQ - HEBREW EDUCATIONAL SOCIETY,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
KAXU - UNIVERSITY SETTLEMENT CHILDREN'S CORNER,40.0,80.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0
KAZT - BUSHWICK UNITED HDFC 1,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0
KBAW - BET YAAKOV OHR SARAH,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KBAZ - NAT AZAROW CHILDREN'S CENTER,,,100.0,100.0,89.0,100.0,100.0,,
KBBB - BAMBI DAY CARE IV,63.0,100.0,100.0,95.0,57.0,97.0,100.0,100.0,88.0
KBBL - ST. PETER'S EVANGELICAL LUTHERAN CHURCH,86.0,98.0,94.0,92.0,95.0,94.0,94.0,100.0,100.0
KBCJ - Mazel Day School,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"KBCV - TABERNACLE CHURCH OF GOD DAY CARE CENTER, INC.",72.0,97.0,92.0,97.0,85.0,90.0,95.0,97.0,92.0
KBCZ - CRESCENT-PINE DAY CARE,89.0,100.0,86.0,93.0,89.0,100.0,89.0,89.0,89.0
KBDA - URBAN STRATEGIES 1,89.0,89.0,92.0,93.0,51.0,89.0,92.0,89.0,89.0
KBDC - CYPRESS HILLS CCC,98.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0
KBDJ - CORTELYOU ACADEMY,64.0,87.0,100.0,93.0,98.0,93.0,97.0,91.0,73.0
"KBDN - RAVEN'S EARLY CHILDHOOD CENTER, INC.",72.0,89.0,85.0,91.0,99.0,86.0,93.0,100.0,95.0
KBEB - NEW LIFE CHILD DEVELOPMENT CENTER 4,87.0,100.0,100.0,100.0,98.0,100.0,99.0,100.0,100.0
KBEP - BROOKLYN CHINESE AMERICAN ASSOCIATION DAY CARE,92.0,96.0,99.0,97.0,96.0,97.0,97.0,97.0,93.0
KBES - BUSHWICK UNITED HDFC 6,97.0,100.0,97.0,99.0,83.0,100.0,99.0,97.0,100.0
KBEZ - FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #11,100.0,95.0,97.0,100.0,95.0,100.0,100.0,100.0,100.0
KBFC - Shirley Chisholm Child Care Center Site 4 Somers,86.0,95.0,100.0,100.0,79.0,100.0,99.0,100.0,93.0
KBFD - SAINT MARKS,75.0,91.0,94.0,100.0,97.0,94.0,99.0,95.0,95.0
KBFN - STRONG PLACE FOR HOPE DAY CARE CENTER - 2ND,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KBGB - TRADITIONAL EDUCATIONAL CENTER,73.0,91.0,100.0,98.0,96.0,100.0,100.0,100.0,91.0
KBGI - YELED V'YALDA 1257,100.0,100.0,94.0,98.0,98.0,97.0,96.0,100.0,100.0
KBGJ - MEVAKSHEI HASHEM,100.0,100.0,96.0,100.0,100.0,99.0,99.0,100.0,100.0
KBGS - URBAN STRATEGIES 5 - GEORGIA L. MCMURRAY ECDC,83.0,96.0,96.0,97.0,77.0,98.0,99.0,96.0,96.0
KBGU - NEW LIFE CHILD DEVELOPMENT CENTER 1,100.0,100.0,100.0,100.0,98.0,100.0,99.0,100.0,100.0
KBIZ - SHALVA UPK I,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KBJF - Cooper Park Child Care Center,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KBJI - Marcy Children'S Center,94.0,100.0,90.0,93.0,91.0,92.0,94.0,100.0,100.0
"KBJO - Yeled V'Yalda Ecc, Inc.",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KBJQ - FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,73.0,88.0,91.0,90.0,83.0,91.0,91.0,93.0,91.0
KBJR - FRIENDS OF CROWN HEIGHTS 19,98.0,98.0,99.0,99.0,93.0,100.0,99.0,100.0,98.0
KBJU - Shirley Chisholm Day Care Center Site 5 Advent Center,60.0,94.0,99.0,100.0,83.0,100.0,100.0,100.0,100.0
KBKB - STRONG PLACE FOR HOPE DAY CARE CENTER - ATLANTIC,89.0,97.0,93.0,95.0,76.0,93.0,98.0,97.0,97.0
KBKC - FRIENDS OF CROWN HEIGHTS 16,86.0,93.0,97.0,98.0,88.0,100.0,100.0,100.0,100.0
KBKE - LSSMNY: EARLY LIFE CHILDREN'S CENTER 9,85.0,100.0,97.0,96.0,85.0,96.0,96.0,96.0,100.0
KBKJ - STRONG PLACE DAY CARE,100.0,100.0,100.0,98.0,95.0,99.0,99.0,100.0,100.0
KBKP - ALL MY CHILDREN # 11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KBKW - BAAIS YAAKOV FAIGEH OF SCHONBERGER OF ADAS YEREIM,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KBKX - NEW AGE DAY CARE,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
KBLB - FRIENDS OF CROWN HEIGHTS 18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KBLK - BEDFORD STUYVESANT ECDC 5Q,100.0,100.0,95.0,100.0,63.0,100.0,100.0,100.0,100.0
KBLP - GRAND STREET SETTLEMENT DUAL #3,100.0,100.0,100.0,99.0,95.0,100.0,100.0,96.0,100.0
KBLS - SUMNER CHILDREN'S CENTER,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0
KBLT - TOMPKINS CHILDREN'S CENTER,80.0,100.0,97.0,86.0,97.0,85.0,85.0,100.0,83.0
